"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability2",0.114,0,0.114034,0.499985,1,1,1,1,0.608264,0.391707,,,0.189135,,,,,0.033569,0.0335696,0.743726,0.499974,10.3596,9.35963,19.7192,0.280779,1000.05,999.2,0.280779,0.233553,0.186104,0.419657,0.147155,0.140169,0,0.280779,0,0.189135,0.500008,0.033569,0.0335696,0,0.499983,0,2,1,1,0,0,0.189135,0.033569,0.0335696,0.371882,0.371844
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability1",0.1576,0,0.157624,0.499989,1,1,1,1,0.574764,0.425217,,,0.359372,,,,,0.161802,0.161778,0.317049,0.49999,10.3756,9.37562,19.7512,0.248779,1000.06,999.277,0.248779,0.208316,0.172557,0.380873,0.116654,0.11193,0,0.248779,0,0.359372,0.500005,0.161802,0.161778,0,0.499988,0,1,1,1,0,0,0.359372,0.161802,0.161778,0.158528,0.158521
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability0",0.1868,0,0.186778,0.49999,1,1,1,1,0.547924,0.452058,,,0.504963,,,,,0.235198,0.235173,0.024666,0.499964,10.3866,9.38659,19.7732,0.22685,1000.07,999.338,0.22685,0.193425,0.167063,0.360488,0.0974811,0.09446,0,0.22685,0,0.504963,0.500001,0.235198,0.235173,0,0.499988,0,0,1,1,0,0,0.504963,0.235198,0.235173,0.0123339,0.0123321
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability-1",0.1576,0,0.157627,0.499994,1,1,1,1,0.508209,0.49178,,,0.694012,,,,,0.153001,0.152987,0,,10.3875,9.38751,19.775,0.225,1000.08,999.396,0.225,0.20664,0.190481,0.397121,0.104956,0.103139,0,0.225,0,0.694012,0.499998,0.153001,0.152987,0,0.499993,0,-1,1,1,0,0,0.694012,0.153001,0.152987,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability-2",0.114,0,0.114036,0.499995,1,1,1,1,0.454256,0.545736,,,0.954051,,,,,0.0229763,0.0229722,0,,10.3875,9.3875,19.775,0.225,1000.09,999.474,0.225,0.229624,0.22722,0.456844,0.120592,0.120321,0,0.225,0,0.954051,0.499997,0.0229763,0.0229722,0,0.499994,0,-2,1,1,0,0,0.954051,0.0229763,0.0229722,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability-3",0.0707,0,0.070724,0.499999,1,1,1,1,0.411686,0.588314,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.09,999.499,0.225,0.24601,0.246007,0.492017,0.133994,0.133992,0,0.225,0,1,0.5,0,0,0,0.499998,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability-4",0.0376,0,0.0376199,0.500008,1,1,1,1,0.349545,0.650475,,,1,,,,,0,0,0,,10.3875,9.38749,19.775,0.225,1000.1,999.519,0.225,0.26885,0.268852,0.537702,0.154208,0.154205,0,0.225,0,1,0.50001,0,0,0,0.50001,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","MutOptLiability-5",0.0266,0,0.0266091,0.500012,1,1,1,1,0.25,0.75,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.1,999.551,0.225,0.30624,0.30626,0.6125,0.187572,0.187584,0,0.225,0,1,0.5,0,0,0,0.500016,0,-5.48925,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability5",0.0133,0,0.013304,0.640605,1,1,1,1,0.88649,0.192962,,,0,,,,,0,0,1,0.696105,10.5461,9.15389,19.7,0.3,1000.09,998.815,0.3,0.104416,0.453895,0.558311,0.0156624,0.417563,0,0.3,0,0,,0,0,0,1,0,5.48952,1,1,0,0,0,0,0,0.303895,0.696105
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability4",0.0188,0,0.0188079,0.676362,1,1,1,1,0.847016,0.397824,,,0,,,,,0,0,1,0.735335,10.5853,9.11467,19.7,0.3,1000.09,998.752,0.3,0.1103,0.414665,0.524965,0.016545,0.366565,0,0.3,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0.264665,0.735335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability3",0.0354,0,0.0353594,0.700226,1,1,1,1,0.824109,0.514571,,,0,,,,,0,0,1,0.759974,10.61,9.09003,19.7,0.3,1000.1,998.712,0.3,0.113996,0.390026,0.504022,0.0170994,0.334534,0,0.3,0,0,,0,0,0,1,0,3,1,1,0,0,0,0,0,0.240026,0.759974
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability2",0.057,0,0.0570152,0.721566,1,1,1,1,0.804715,0.588158,,,0.189145,,,,,0.00476785,0.0623735,0.743714,0.787698,10.6278,9.09144,19.7192,0.280779,1000.11,998.779,0.280779,0.0948903,0.372221,0.467111,0.0139704,0.280348,0,0.280779,0,0.189145,0.634292,0.00476785,0.0623735,0,1,0,2,1,1,0,0,0.189145,0.00476785,0.0623735,0.157892,0.585822
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability1",0.0788,0,0.0788101,0.739391,1,1,1,1,0.785096,0.635551,,,0.359385,,,,,0.020359,0.303206,0.31705,0.786545,10.6549,9.09634,19.7512,0.248779,1000.12,998.858,0.248779,0.0715168,0.345122,0.416639,0.00944837,0.223866,0,0.248779,0,0.359385,0.630763,0.020359,0.303206,0,1,0,1,1,1,0,0,0.359385,0.020359,0.303206,0.0676757,0.249374
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability0",0.0934,0,0.0933871,0.753321,1,1,1,1,0.762747,0.666884,,,0.504976,,,,,0.0285446,0.441814,0.024665,0.815907,10.6659,9.10728,19.7732,0.22685,1000.13,998.931,0.22685,0.0527227,0.334133,0.386856,0.00604451,0.188924,0,0.22685,0,0.504976,0.628451,0.0285446,0.441814,0,1,0,0,1,1,0,0,0.504976,0.0285446,0.441814,0.00454063,0.0201242
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability-1",0.0788,0,0.0788123,0.739395,1,1,1,1,0.697913,0.681485,,,0.694019,,,,,0.0187312,0.287249,0,,10.619,9.15597,19.775,0.225,1000.12,999.067,0.225,0.0323156,0.380968,0.413284,0.0036355,0.206282,0,0.225,0,0.694019,0.640159,0.0187312,0.287249,0,1,0,-1,1,1,0,0,0.694019,0.0187312,0.287249,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability-2",0.057,0,0.0570174,0.721573,1,1,1,1,0.60443,0.695911,,,0.954054,,,,,0.00326328,0.0426823,0,,10.5456,9.22945,19.775,0.225,1000.12,999.261,0.225,0.0048018,0.454446,0.459248,0.000540198,0.240645,0,0.225,0,0.954054,0.645007,0.00326328,0.0426823,0,1,0,-2,1,1,0,0,0.954054,0.00326328,0.0426823,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability-3",0.0354,0,0.0353619,0.700235,1,1,1,1,0.53217,0.708797,,,1,,,,,0,0,0,,10.508,9.26702,19.775,0.225,1000.12,999.34,0.225,0,0.492016,0.492016,0,0.267986,0,0.225,0,1,0.620484,0,0,0,1,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability-4",0.0188,0,0.0188103,0.67638,1,1,1,1,0.424347,0.725266,,,1,,,,,0,0,0,,10.4623,9.31269,19.775,0.225,1000.11,999.42,0.225,0,0.537693,0.537693,0,0.308403,0,0.225,0,1,0.574807,0,0,0,1,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Liable MutOptLiability-5",0.0133,0,0.013305,0.640638,1,1,1,1,0.25,0.75,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.1,999.551,0.225,0,0.6125,0.6125,0,0.375156,0,0.225,0,1,0.5,0,0,0,1,0,-5.48919,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability5",0.0133,0,0.0133057,0.359367,1,1,1,1,0.807025,0.113493,,,0,,,,,0,0,1,0.303856,10.1539,9.54614,19.7,0.3,1000,999.446,0.3,0.453856,0,0.453856,0.417512,0,0,0.3,0,0,,0,0,0,0,0,5.48957,1,1,0,0,0,0,0,0.696144,0.303856
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability4",0.0188,0,0.0188092,0.323622,1,1,1,1,0.602132,0.152967,,,0,,,,,0,0,1,0.264647,10.1146,9.58535,19.7,0.3,999.992,999.509,0.3,0.414647,0,0.414647,0.366541,0,0,0.3,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0.735353,0.264647
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability3",0.0354,0,0.0353607,0.299765,1,1,1,1,0.485413,0.175882,,,0,,,,,0,0,1,0.240017,10.09,9.60998,19.7,0.3,999.987,999.549,0.3,0.390017,0,0.390017,0.334523,0,0,0.3,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,0,0.759983,0.240017
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability2",0.057,0,0.0570191,0.27842,1,1,1,1,0.411826,0.19527,,,0.189126,,,,,0.0623683,0.0047676,0.743739,0.21228,10.0914,9.62779,19.7192,0.28078,999.996,999.621,0.28078,0.372205,0,0.372205,0.280331,0,0,0.28078,0,0.189126,0.365719,0.0623683,0.0047676,0,0,0,2,1,1,0,0,0.189126,0.0623683,0.0047676,0.585858,0.157881
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability1",0.0788,0,0.0788139,0.260599,1,1,1,1,0.364442,0.214893,,,0.359359,,,,,0.303238,0.0203558,0.317047,0.213446,10.0963,9.65489,19.7512,0.248779,1000.01,999.697,0.248779,0.345108,0,0.345108,0.223854,0,0,0.248779,0,0.359359,0.369244,0.303238,0.0203558,0,0,0,1,1,1,0,0,0.359359,0.303238,0.0203558,0.249375,0.0676724
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability0",0.0934,0,0.0933914,0.24667,1,1,1,1,0.33311,0.237242,,,0.50495,,,,,0.441841,0.028541,0.024667,0.184066,10.1073,9.66588,19.7731,0.22685,1000.02,999.745,0.22685,0.334121,0,0.334121,0.188913,0,0,0.22685,0,0.50495,0.37155,0.441841,0.028541,0,0,0,0,1,1,0,0,0.50495,0.441841,0.028541,0.0201269,0.0045404
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability-1",0.0788,0,0.0788146,0.2606,1,1,1,1,0.318511,0.302079,,,0.694005,,,,,0.287266,0.018729,0,,10.156,9.61904,19.775,0.225,1000.04,999.725,0.225,0.380959,0,0.380959,0.206274,0,0,0.225,0,0.694005,0.359839,0.287266,0.018729,0,0,0,-1,1,1,0,0,0.694005,0.287266,0.018729,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability-2",0.057,0,0.0570189,0.278423,1,1,1,1,0.304086,0.395566,,,0.954049,,,,,0.0426889,0.00326261,0,,10.2294,9.54556,19.775,0.225,1000.06,999.686,0.225,0.454441,0,0.454441,0.24064,0,0,0.225,0,0.954049,0.35499,0.0426889,0.00326261,0,0,0,-2,1,1,0,0,0.954049,0.0426889,0.00326261,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability-3",0.0354,0,0.0353621,0.299764,1,1,1,1,0.291202,0.467832,,,1,,,,,0,0,0,,10.267,9.50798,19.775,0.225,1000.07,999.659,0.225,0.492017,0,0.492017,0.267986,0,0,0.225,0,1,0.379517,0,0,0,0,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability-4",0.0188,0,0.0188096,0.323629,1,1,1,1,0.27474,0.575681,,,1,,,,,0,0,0,,10.3127,9.46229,19.775,0.225,1000.08,999.618,0.225,0.537711,0,0.537711,0.308421,0,0,0.225,0,1,0.425211,0,0,0,0,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Truly Not Liable MutOptLiability-5",0.0133,0,0.0133041,0.359378,1,1,1,1,0.25,0.75,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.1,999.551,0.225,0.6125,0,0.6125,0.375156,0,0,0.225,0,1,0.5,0,0,0,0,0,-5.48931,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality",0.3263,0,0.326313,0.854797,1,1,1,1,0.819617,0.719177,,,0.454562,,,,,8.55911E-06,0.287924,0.257505,0.935218,10.731,9.02466,19.7557,0.244313,1000.14,998.787,0.244313,0.124757,0.250134,0.374891,0.0684979,0.0993102,0,0.244313,0,0.454562,0.713734,8.55911E-06,0.287924,0,0.936562,0,-9.10326E-05,1,1,0,0,0.454562,8.55911E-06,0.287924,0.0166818,0.240824
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability5",0.0057,0,0.00566071,0.816908,1,1,1,1,0.933261,0.235815,,,0,,,,,0,0,1,0.920295,10.7703,8.9297,19.7,0.3,1000.14,998.454,0.3,0.21218,0.209645,0.421825,0.115715,0.11399,0,0.3,0,0,,0,0,0,0.919125,0,5.39103,1,1,0,0,0,0,0,0.079705,0.920295
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability4",0.0101,0,0.0100852,0.832173,1,1,1,1,0.92371,0.532273,,,0,,,,,0,0,1,0.92809,10.7781,8.92191,19.7,0.3,1000.14,998.441,0.3,0.207024,0.204031,0.411055,0.107856,0.10544,0,0.3,0,0,,0,0,0,0.92638,0,4,1,1,0,0,0,0,0,0.0719097,0.92809
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability3",0.0213,0,0.0212779,0.842878,1,1,1,1,0.914341,0.656954,,,0,,,,,0,0,1,0.933373,10.7834,8.91663,19.7,0.3,1000.14,998.433,0.3,0.203506,0.200209,0.403715,0.102497,0.0996221,0,0.3,0,0,,0,0,0,0.931303,0,3,1,1,0,0,0,0,0,0.0666272,0.933373
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability2",0.0374,0,0.0373617,0.85262,1,1,1,1,0.902389,0.711002,,,0.143423,,,,,3.46414E-06,0.0939997,0.762574,0.939636,10.776,8.94182,19.7178,0.282193,1000.14,998.53,0.282193,0.177275,0.207984,0.385259,0.0889145,0.0902896,0,0.282193,0,0.143423,0.742856,3.46414E-06,0.0939997,0,0.93568,0,2,1,1,0,0,0.143423,3.46414E-06,0.0939997,0.0460323,0.716542
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability1",0.0549,0,0.0548733,0.860981,1,1,1,1,0.887185,0.734149,,,0.25897,,,,,1.46141E-05,0.435744,0.305271,0.939227,10.7899,8.96223,19.7521,0.247895,1000.14,998.629,0.247895,0.148227,0.19562,0.343847,0.0755762,0.0682361,0,0.247895,0,0.25897,0.738927,1.46141E-05,0.435744,0,0.939353,0,1,1,1,0,0,0.25897,1.46141E-05,0.435744,0.0185522,0.286719
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability0",0.0678,0,0.0677849,0.867724,1,1,1,1,0.86787,0.743822,,,0.363207,,,,,1.734E-05,0.610793,0.025984,0.936682,10.7879,8.98514,19.7731,0.226949,1000.15,998.714,0.226949,0.125644,0.19801,0.323654,0.0651953,0.0608305,0,0.226949,0,0.363207,0.733055,1.734E-05,0.610793,0,0.942258,0,0,1,1,0,0,0.363207,1.734E-05,0.610793,0.00164524,0.0243384
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability-1",0.0549,0,0.0548755,0.860983,1,1,1,1,0.8123,0.747053,,,0.585873,,,,,1.08906E-05,0.414116,0,,10.7316,9.04336,19.775,0.225,1000.14,998.873,0.225,0.100705,0.25043,0.351135,0.0586497,0.0855382,0,0.225,0,0.585873,0.733986,1.08906E-05,0.414116,0,0.939354,0,-1,1,1,0,0,0.585873,1.08906E-05,0.414116,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability-2",0.0374,0,0.037364,0.852623,1,1,1,1,0.717527,0.748666,,,0.935675,,,,,2.37092E-06,0.0643227,0,,10.6335,9.14154,19.775,0.225,1000.13,999.128,0.225,0.0612774,0.342168,0.403445,0.0475188,0.133781,0,0.225,0,0.935675,0.728499,2.37092E-06,0.0643227,0,0.935681,0,-2,1,1,0,0,0.935675,2.37092E-06,0.0643227,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability-3",0.0213,0,0.0212802,0.842882,1,1,1,1,0.65732,0.749428,,,1,,,,,0,0,0,,10.5909,9.18413,19.775,0.225,1000.13,999.216,0.225,0.0550845,0.380059,0.435143,0.0449748,0.163906,0,0.225,0,1,0.703374,0,0,0,0.931305,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability-4",0.0101,0,0.0100873,0.832178,1,1,1,1,0.533666,0.74978,,,1,,,,,0,0,0,,10.5292,9.24578,19.775,0.225,1000.12,999.318,0.225,0.0543823,0.434978,0.48936,0.041329,0.218466,0,0.225,0,1,0.641723,0,0,0,0.926382,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","High Quality Liable MutOptLiability-5",0.0057,0,0.00566232,0.816915,1,1,1,1,0.25,0.75,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.1,999.551,0.225,0.0495337,0.562966,0.6125,0.0303394,0.344817,0,0.225,0,1,0.5,0,0,0,0.919129,0,-5.39076,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 1",0.0863,0,0.08626,0.149352,1,1,1,1,0.25,0.189651,,,0.486665,,,,,0.513335,0,0,,10.0288,9.74619,19.775,0.225,1000,999.86,0.225,0.22706,0.0724194,0.299479,0.0780786,0.0674675,0,0.225,0,0.486665,0.290356,0.513335,0,0,0.0809518,0,-1.88523,1,1,0,0,0.486665,0.513335,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 2",0.102,0,0.10203,0.190383,1,1,1,1,0.25,0.218789,,,0.540675,,,,,0.459325,0,0,,10.0515,9.72348,19.775,0.225,1000.01,999.842,0.225,0.233108,0.0997268,0.332835,0.0848212,0.0891556,0,0.225,0,0.540675,0.303364,0.459325,0,0,0.116849,0,-1.15786,1,1,0,0,0.540675,0.459325,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 3",0.1068,0,0.10676,0.250256,1,1,1,1,0.25,0.264776,,,0.614212,,,,,0.0829313,0,0.302857,0.0835612,10.0996,9.65269,19.7523,0.247714,1000.02,999.769,0.247714,0.26766,0.140635,0.408295,0.121386,0.118699,0,0.247714,0,0.614212,0.322601,0.0829313,0,0,0.178836,0,-0.58081,1,1,0,0,0.614212,0.0829313,0,0.27755,0.0253071
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 4",0.1042,0,0.10421,0.334236,1,1,1,1,0.25,0.333291,,,0.706142,,,,,0,0,0.293858,0.114061,10.1564,9.59659,19.753,0.247039,1000.04,999.717,0.247039,0.266142,0.206016,0.472158,0.132169,0.16306,0,0.247039,0,0.706142,0.348904,0,0,0,0.279183,0,-0.20768,1,1,0,0,0.706142,0,0,0.260341,0.0335178
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 5",0.1008,0,0.10075,0.441376,1,1,1,1,0.25,0.422934,,,0.804563,,,,,0,0,0.195437,0.15844,10.2174,9.54298,19.7603,0.239658,1000.05,999.673,0.239658,0.236531,0.295092,0.531623,0.123753,0.219768,0,0.239658,0,0.804563,0.380614,0,0,0,0.42018,0,-0.03883,1,1,0,0,0.804563,0,0,0.164472,0.030965
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 6",0.1008,0,0.10075,0.558629,1,1,1,1,0.75,0.518835,,,0.57966,,,,,0,0,0.42034,0.367981,10.4612,9.28232,19.7435,0.256526,1000.08,999.225,0.256525,0.255992,0.247541,0.503533,0.214197,0.150585,0,0.256525,0,0.57966,0.75,0,0,0,0.579827,0,0.03874,1,1,0,0,0.57966,0,0,0.265663,0.154677
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 7",0.1042,0,0.10421,0.665769,1,1,1,1,0.75,0.600011,,,0.72065,,,,,0,0,0.27935,0.482021,10.5522,9.20188,19.754,0.245951,1000.11,999.145,0.245951,0.200137,0.282387,0.482525,0.169824,0.144667,0,0.245951,0,0.72065,0.75,0,0,0,0.720823,0,0.20759,1,1,0,0,0.72065,0,0,0.144698,0.134652
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 8",0.1068,0,0.10676,0.749734,1,1,1,1,0.764713,0.65612,,,0.700729,,,,,0,0.0586229,0.240648,0.656539,10.6206,9.13631,19.757,0.243049,1000.12,999.037,0.243049,0.158728,0.28878,0.447508,0.128755,0.133859,0,0.243049,0,0.700729,0.75,0,0.0586229,0,0.821151,0,0.58099,1,1,0,0,0.700729,0,0.0586229,0.0826533,0.157995
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 9",0.102,0,0.10203,0.809608,1,1,1,1,0.95,0.690176,,,0,,,,,0,0.472908,0.527092,0.838462,10.7826,8.95288,19.7355,0.264532,1000.14,998.526,0.264532,0.210856,0.171068,0.381923,0.127157,0.0872175,0,0.264532,0,0,,0,0.472908,0,0.88314,0,1.15804,1,1,0,0,0,0,0.472908,0.0851454,0.441947
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PLiabilitySignal 10",0.0862,0,0.08624,0.850648,1,1,1,1,0.95,0.709726,,,0,,,,,0,0.527349,0.472651,0.889928,10.8178,8.9218,19.7396,0.260449,1000.14,998.48,0.260449,0.191578,0.157292,0.34887,0.101526,0.0653602,0,0.260449,0,0,,0,0.527349,0,0.919048,0,1.88523,1,1,0,0,0,0,0.527349,0.0520255,0.420626
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 1",0.0863,0,0.0862637,0.149358,1,1,1,1,0.290287,0.05,,,0,,,,,0.527319,0,0.472681,0.11008,9.92181,9.81774,19.7395,0.260451,999.956,999.861,0.260451,0.159379,0.0781597,0.237538,0.0656777,0.0866208,0,0.260451,0,0,,0.527319,0,0,0.080957,0,1.88536,1,1,0,0,0,0.527319,0,0.420649,0.0520325
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 2",0.102,0,0.102029,0.190386,1,1,1,1,0.309815,0.05,,,0,,,,,0.472915,0,0.527085,0.161528,9.95287,9.7826,19.7355,0.264531,999.962,999.806,0.264531,0.175565,0.103204,0.278769,0.0878896,0.112869,0,0.264531,0,0,,0.472915,0,0,0.116854,0,1.15791,1,1,0,0,0,0.472915,0,0.441946,0.085139
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 3",0.1068,0,0.106758,0.25026,1,1,1,1,0.343872,0.235286,,,0.700728,,,,,0.0586307,0,0.240641,0.34345,10.1363,9.62065,19.757,0.243048,1000.03,999.709,0.243048,0.295461,0.134695,0.430156,0.13486,0.125374,0,0.243048,0,0.700728,0.25,0.0586307,0,0,0.178843,0,0.580883,1,1,0,0,0.700728,0.0586307,0,0.157993,0.0826483
