"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","POffer1Action11","DOffer1Action11","POffer1Action12","DOffer1Action12","POffer1Action13","DOffer1Action13","POffer1Action14","DOffer1Action14","POffer1Action15","DOffer1Action15","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal1",0.0805,0,1,0.328647,0.323973,0.323973,1,1,0.250059,0.0333333,,,0.767794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232206,0,0.248744,,,,,0.0467103,0,0.028518,0.309818,9.95399,9.94026,19.8943,0.105747,999.974,999.941,0.105747,0.0463058,0.166596,0.212902,0.019934,0.184279,0,0.105747,0,0,0,0,0,0.248744,0.0333333,0.0467103,0,0,0.157293,0,1.94379,0.232438,0.239348,0.204241,0.14673,0.0903592,0.0485902,0.0231919,0.00992501,0.00383675,0.00133966,1,0,0,0,0,0,0,0,0,0,0.323973,0.323973,0.676027,0,0.248744,0.0467103,0,0.0196827,0.0088354
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal2",0.0977,0,1,0.351884,0.390762,0.390762,1,1,0.304262,0.0333333,,,0.70972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29028,0,0.277331,,,,,0.0643648,0,0.049066,0.400863,9.95037,9.91769,19.8681,0.131948,999.967,999.891,0.131948,0.0592954,0.214365,0.273661,0.0344008,0.242193,0,0.131948,0,0,0,0,0,0.277331,0.0333333,0.0643648,0,0,0.203769,0,1.2529,0.197134,0.214894,0.19721,0.155159,0.106588,0.0649709,0.035536,0.0175339,0.00782014,0.00315369,0,1,0,0,0,0,0,0,0,0,0.390762,0.390762,0.609238,0,0.277331,0.0643648,0,0.029397,0.0196686
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal3",0.1062,0,1,0.383755,0.481501,0.481501,1,1,0.374454,0.0333333,,,0.634514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365486,0,0.305519,,,,,0.0893098,0,0.086672,0.498985,9.95476,9.87479,19.8295,0.170452,999.96,999.785,0.170452,0.0832298,0.274661,0.357891,0.0626151,0.317927,0,0.170452,0,0,0,0,0,0.305519,0.0333333,0.0893098,0,0,0.267511,0,0.704798,0.154747,0.181422,0.18233,0.160032,0.124604,0.0870587,0.0548847,0.0312799,0.0161266,0.00751426,0,0,1,0,0,0,0,0,0,0,0.481501,0.481501,0.518499,0,0.305519,0.0893098,0,0.043424,0.0432481
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal4",0.1081,0,1,0.42506,0.593405,0.593405,1,1,0.458845,0.0333333,,,0.544095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455905,0,0.322869,,,,,0.119921,0,0.150615,0.597725,9.98003,9.79677,19.7768,0.223206,999.954,999.578,0.223206,0.125027,0.340226,0.465253,0.112179,0.40399,0,0.223206,0,0,0,0,0,0.322869,0.0333333,0.119921,0,0,0.35012,0,0.324318,0.109203,0.140209,0.157183,0.156366,0.139546,0.112382,0.0818429,0.0539072,0.0321063,0.0172547,0,0,0,1,0,0,0,0,0,0,0.593405,0.593405,0.406595,0,0.322869,0.119921,0,0.0605886,0.0900264
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal5",0.1076,0,1,0.474027,0.712717,0.712717,1,1,0.552059,0.463847,,,0.444222,0.538735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555778,0.461265,0.499318,,,,,0.0620532,0.0305395,0.102278,0.690303,10.2504,9.50507,19.7555,0.244499,1000.03,999.227,0.244499,0.261731,0.295504,0.557235,0.237285,0.3049,0,0.244499,0,0,0,0,0,0.499318,0.511352,0.0713175,0.0398038,0.0185286,0.448053,0,0.0886268,0.0675587,0.0967611,0.122963,0.140196,0.144227,0.134167,0.11291,0.0859093,0.0589881,0.0363198,0,0,0,0,1,0,0,0,0,0,0.712717,0.712717,0.287283,0,0.499318,0.0620532,0.0305395,0.0316753,0.0706031
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal6",0.1076,0,1,0.52597,0.818772,0.818772,1,1,0.645581,0.966667,,,0.344021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655979,1,0.818772,,,,,0,0,0,,10.5372,9.21715,19.7544,0.245632,1000.11,999.025,0.245632,0.340466,0.215294,0.55576,0.294783,0.131327,0,0.245632,0,0,0,0,0,0.818772,0.806124,0,0,0,0.551941,0,-0.0887399,0.0363291,0.0589885,0.08591,0.112911,0.134168,0.144228,0.140197,0.122964,0.0967619,0.0675424,0,0,0,0,0,1,0,0,0,0,0.818772,0.818772,0.181228,0,0.818772,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal7",0.1081,0,1,0.574937,0.896725,0.896725,1,1,0.729669,0.966667,,,0.253926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746074,1,0.896725,,,,,0,0,0,,10.6261,9.10492,19.731,0.269018,1000.12,998.847,0.269018,0.330417,0.21123,0.541646,0.281195,0.11049,0,0.269018,0,0,0,0,0,0.896725,0.848168,0,0,0,0.649874,0,-0.324432,0.0172594,0.0321071,0.0539084,0.0818448,0.112384,0.13955,0.156369,0.157187,0.140212,0.109178,0,0,0,0,0,0,1,0,0,0,0.896725,0.896725,0.103275,0,0.896725,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal8",0.1062,0,1,0.616242,0.945075,0.945075,1,1,0.796964,0.966667,,,0.181825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818175,1,0.945075,,,,,0,0,0,,10.6916,9.02486,19.7165,0.283523,1000.13,998.713,0.283523,0.304905,0.204044,0.508949,0.249831,0.0900736,0,0.283523,0,0,0,0,0,0.945075,0.881815,0,0,0,0.732484,0,-0.704914,0.0075164,0.0161272,0.0312811,0.0548867,0.0870619,0.124609,0.160038,0.182336,0.181429,0.154715,0,0,0,0,0,0,0,1,0,0,0.945075,0.945075,0.0549247,0,0.945075,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal9",0.0977,0,1,0.648114,0.97149,0.97149,1,1,0.845539,0.966667,,,0.12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87022,1,0.97149,,,,,0,0,0,,10.7345,8.97401,19.7086,0.291447,1000.14,998.623,0.291447,0.27442,0.19771,0.47213,0.212521,0.0741916,0,0.291447,0,0,0,0,0,0.97149,0.906103,0,0,0,0.796227,0,-1.25301,0.00315463,0.00782052,0.0175348,0.0355377,0.0649741,0.106594,0.155166,0.19722,0.214904,0.197095,0,0,0,0,0,0,0,0,1,0,0.97149,0.97149,0.0285099,0,0.97149,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal10",0.0804,0,1,0.67135,0.984888,0.984888,1,1,0.878096,0.966667,,,0.0948969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905103,1,0.984888,,,,,0,0,0,,10.7607,8.94382,19.7045,0.295466,1000.14,998.568,0.295466,0.24619,0.193491,0.439681,0.177809,0.0633792,0,0.295466,0,0,0,0,0,0.984888,0.922381,0,0,0,0.842701,0,-1.94395,0.00135004,0.00383689,0.00992539,0.0231794,0.0486054,0.090376,0.146722,0.204249,0.239357,0.232399,0,0,0,0,0,0,0,0,0,1,0.984888,0.984888,0.0151123,0,0.984888,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","High Quality",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 1",0.0804,0,1,0.328647,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.157293,0.157293,0,0.157293,0,0,0,0,0,0,0,0,,0,0,0,0.157293,0,-1.94378,1,0,0,0,0,0,0,0,0,0,0.23244,0.23935,0.20424,0.14673,0.09036,0.04859,0.02319,0.00992,0.00383,0.00135,0,0,1,0,0,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 2",0.0977,0,1,0.351885,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.203771,0.203771,0,0.203771,0,0,0,0,0,0,0,0,,0,0,0,0.203771,0,-1.25294,0,1,0,0,0,0,0,0,0,0,0.19713,0.21489,0.19721,0.15516,0.10659,0.06498,0.03553,0.01753,0.00782,0.00316,0,0,1,0,0,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 3",0.1062,0,1,0.383757,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.267513,0.267513,0,0.267513,0,0,0,0,0,0,0,0,,0,0,0,0.267513,0,-0.70484,0,0,1,0,0,0,0,0,0,0,0.15475,0.18142,0.18233,0.16002,0.12461,0.08706,0.05488,0.03128,0.01613,0.00752,0,0,1,0,0,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 4",0.1081,0,1,0.425061,1,1,1,1,0.0333333,0.371078,,,1,0.63813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36187,1,,,,,0,0,0,,10.0522,9.64779,19.7,0.3,1000,999.767,0.3,0.205555,0.308508,0.514063,0.0938522,0.290901,0,0.3,0,0,0,0,0,1,0.202206,0,0,0,0.350122,0,-0.32435,0,0,0,1,0,0,0,0,0,0,0.1092,0.1402,0.15719,0.15636,0.13955,0.11239,0.08184,0.05391,0.03211,0.01725,1,1,0,0,1,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 5",0.1076,0,1,0.474028,1,1,1,1,0.0333333,0.495173,,,1,0.505172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494828,1,,,,,0,0,0,,10.1143,9.58575,19.7,0.3,1000.02,999.712,0.3,0.201964,0.370185,0.572149,0.10253,0.328779,0,0.3,0,0,0,0,0,1,0.264253,0,0,0,0.448057,0,-0.08869,0,0,0,0,1,0,0,0,0,0,0.06756,0.09676,0.12296,0.14019,0.14423,0.13417,0.1129,0.08591,0.05898,0.03634,1,1,0,0,1,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 6",0.1076,0,1,0.525974,1,1,1,1,0.742792,0.624691,,,0.239865,0.366402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760135,0.633598,0.721485,,,,,0.265881,0,0,,10.3609,9.33908,19.7,0.3,1000.04,999.154,0.3,0.28105,0.300876,0.581926,0.252311,0.280033,0,0.3,0,0,0,0,0,0.721485,0.754672,0.272198,0.00631679,0.0126336,0.551948,0,0.0886,0,0,0,0,0,1,0,0,0,0,0.03633,0.05898,0.08591,0.1129,0.13417,0.14423,0.14019,0.12296,0.09676,0.06757,1,1,0,0,0.721485,0.265881,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 7",0.1081,0,1,0.574936,1,1,1,1,0.966667,0.737376,,,0,0.245668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.754332,0.754332,,,,,0.0976791,0.00805411,0.134067,0.454456,10.6139,9.04589,19.6598,0.34022,1000.08,998.534,0.34022,0.380296,0.205268,0.585564,0.372119,0.171383,0,0.34022,0,0,0,0,0,0.754332,0.966667,0.100613,0.0109882,0.0058681,0.649873,0,0.32444,0,0,0,0,0,0,1,0,0,0,0.01726,0.03211,0.05391,0.08184,0.11239,0.13955,0.15636,0.15719,0.1402,0.10919,1,1,0,0,0.754332,0.0976791,0.00805411,0.0731394,0.0609276
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 8",0.1062,0,1,0.616243,1,1,1,1,0.966667,0.820402,,,0,0.156712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.843288,0.843288,,,,,0,0.0107845,0.145928,0.557848,10.7422,8.91406,19.6562,0.343778,1000.11,998.307,0.343778,0.382133,0.164543,0.546676,0.359415,0.0951743,0,0.343778,0,0,0,0,0,0.843288,0.966667,0,0.0107845,0,0.732487,0,0.70484,0,0,0,0,0,0,0,1,0,0,0.00752,0.01613,0.03128,0.05488,0.08706,0.12461,0.16002,0.18233,0.18142,0.15475,1,1,0,0,0.843288,0,0.0107845,0.0645223,0.0814055
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 9",0.0977,0,1,0.648115,1,1,1,1,0.966667,0.874223,,,0,0.099047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.900953,0.900953,,,,,0,0.00804934,0.090998,0.656119,10.7848,8.88794,19.6727,0.327299,1000.13,998.319,0.327299,0.331356,0.159697,0.491053,0.286641,0.0644749,0,0.327299,0,0,0,0,0,0.900953,0.966667,0,0.00804934,0,0.796229,0,1.25294,0,0,0,0,0,0,0,0,1,0,0.00316,0.00782,0.01753,0.03553,0.06498,0.10659,0.15516,0.19721,0.21489,0.19713,1,1,0,0,0.900953,0,0.00804934,0.0312923,0.0597053
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PLiabilitySignal 10",0.0804,0,1,0.671355,1,1,1,1,0.966667,0.906507,,,0,0.0644571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.935543,0.935543,,,,,0,0.00601904,0.058438,0.74268,10.8044,8.87804,19.6825,0.317531,1000.14,998.341,0.317531,0.287468,0.159648,0.447116,0.227019,0.0479064,0,0.317531,0,0,0,0,0,0.935543,0.966667,0,0.00601904,0,0.842711,0,1.94369,0,0,0,0,0,0,0,0,0,1,0.00134,0.00383,0.00992,0.02319,0.04859,0.09036,0.14673,0.20424,0.23935,0.23245,1,1,0,0,0.935543,0,0.00601904,0.0150373,0.0434008
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 1",0.0805,0,1,0.328647,0.323973,0.323973,1,1,0.250059,0.0333333,,,0.767794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232206,0,0.248744,,,,,0.0467103,0,0.028518,0.309818,9.95399,9.94026,19.8943,0.105747,999.974,999.941,0.105747,0.0463058,0.166596,0.212902,0.019934,0.184279,0,0.105747,0,0,0,0,0,0.248744,0.0333333,0.0467103,0,0,0.157293,0,1.94379,0.232438,0.239348,0.204241,0.14673,0.0903592,0.0485902,0.0231919,0.00992501,0.00383675,0.00133966,1,0,0,0,0,0,0,0,0,0,0.323973,0.323973,0.676027,0,0.248744,0.0467103,0,0.0196827,0.0088354
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 2",0.0977,0,1,0.351884,0.390762,0.390762,1,1,0.304262,0.0333333,,,0.70972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29028,0,0.277331,,,,,0.0643648,0,0.049066,0.400863,9.95037,9.91769,19.8681,0.131948,999.967,999.891,0.131948,0.0592954,0.214365,0.273661,0.0344008,0.242193,0,0.131948,0,0,0,0,0,0.277331,0.0333333,0.0643648,0,0,0.203769,0,1.2529,0.197134,0.214894,0.19721,0.155159,0.106588,0.0649709,0.035536,0.0175339,0.00782014,0.00315369,0,1,0,0,0,0,0,0,0,0,0.390762,0.390762,0.609238,0,0.277331,0.0643648,0,0.029397,0.0196686
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 3",0.1062,0,1,0.383755,0.481501,0.481501,1,1,0.374454,0.0333333,,,0.634514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365486,0,0.305519,,,,,0.0893098,0,0.086672,0.498985,9.95476,9.87479,19.8295,0.170452,999.96,999.785,0.170452,0.0832298,0.274661,0.357891,0.0626151,0.317927,0,0.170452,0,0,0,0,0,0.305519,0.0333333,0.0893098,0,0,0.267511,0,0.704798,0.154747,0.181422,0.18233,0.160032,0.124604,0.0870587,0.0548847,0.0312799,0.0161266,0.00751426,0,0,1,0,0,0,0,0,0,0,0.481501,0.481501,0.518499,0,0.305519,0.0893098,0,0.043424,0.0432481
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 4",0.1081,0,1,0.42506,0.593405,0.593405,1,1,0.458845,0.0333333,,,0.544095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455905,0,0.322869,,,,,0.119921,0,0.150615,0.597725,9.98003,9.79677,19.7768,0.223206,999.954,999.578,0.223206,0.125027,0.340226,0.465253,0.112179,0.40399,0,0.223206,0,0,0,0,0,0.322869,0.0333333,0.119921,0,0,0.35012,0,0.324318,0.109203,0.140209,0.157183,0.156366,0.139546,0.112382,0.0818429,0.0539072,0.0321063,0.0172547,0,0,0,1,0,0,0,0,0,0,0.593405,0.593405,0.406595,0,0.322869,0.119921,0,0.0605886,0.0900264
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 5",0.1076,0,1,0.474027,0.712717,0.712717,1,1,0.552059,0.463847,,,0.444222,0.538735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555778,0.461265,0.499318,,,,,0.0620532,0.0305395,0.102278,0.690303,10.2504,9.50507,19.7555,0.244499,1000.03,999.227,0.244499,0.261731,0.295504,0.557235,0.237285,0.3049,0,0.244499,0,0,0,0,0,0.499318,0.511352,0.0713175,0.0398038,0.0185286,0.448053,0,0.0886268,0.0675587,0.0967611,0.122963,0.140196,0.144227,0.134167,0.11291,0.0859093,0.0589881,0.0363198,0,0,0,0,1,0,0,0,0,0,0.712717,0.712717,0.287283,0,0.499318,0.0620532,0.0305395,0.0316753,0.0706031
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 6",0.1076,0,1,0.52597,0.818772,0.818772,1,1,0.645581,0.966667,,,0.344021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655979,1,0.818772,,,,,0,0,0,,10.5372,9.21715,19.7544,0.245632,1000.11,999.025,0.245632,0.340466,0.215294,0.55576,0.294783,0.131327,0,0.245632,0,0,0,0,0,0.818772,0.806124,0,0,0,0.551941,0,-0.0887399,0.0363291,0.0589885,0.08591,0.112911,0.134168,0.144228,0.140197,0.122964,0.0967619,0.0675424,0,0,0,0,0,1,0,0,0,0,0.818772,0.818772,0.181228,0,0.818772,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 7",0.1081,0,1,0.574937,0.896725,0.896725,1,1,0.729669,0.966667,,,0.253926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746074,1,0.896725,,,,,0,0,0,,10.6261,9.10492,19.731,0.269018,1000.12,998.847,0.269018,0.330417,0.21123,0.541646,0.281195,0.11049,0,0.269018,0,0,0,0,0,0.896725,0.848168,0,0,0,0.649874,0,-0.324432,0.0172594,0.0321071,0.0539084,0.0818448,0.112384,0.13955,0.156369,0.157187,0.140212,0.109178,0,0,0,0,0,0,1,0,0,0,0.896725,0.896725,0.103275,0,0.896725,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 8",0.1062,0,1,0.616242,0.945075,0.945075,1,1,0.796964,0.966667,,,0.181825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818175,1,0.945075,,,,,0,0,0,,10.6916,9.02486,19.7165,0.283523,1000.13,998.713,0.283523,0.304905,0.204044,0.508949,0.249831,0.0900736,0,0.283523,0,0,0,0,0,0.945075,0.881815,0,0,0,0.732484,0,-0.704914,0.0075164,0.0161272,0.0312811,0.0548867,0.0870619,0.124609,0.160038,0.182336,0.181429,0.154715,0,0,0,0,0,0,0,1,0,0,0.945075,0.945075,0.0549247,0,0.945075,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 9",0.0977,0,1,0.648114,0.97149,0.97149,1,1,0.845539,0.966667,,,0.12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87022,1,0.97149,,,,,0,0,0,,10.7345,8.97401,19.7086,0.291447,1000.14,998.623,0.291447,0.27442,0.19771,0.47213,0.212521,0.0741916,0,0.291447,0,0,0,0,0,0.97149,0.906103,0,0,0,0.796227,0,-1.25301,0.00315463,0.00782052,0.0175348,0.0355377,0.0649741,0.106594,0.155166,0.19722,0.214904,0.197095,0,0,0,0,0,0,0,0,1,0,0.97149,0.97149,0.0285099,0,0.97149,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DLiabilitySignal 10",0.0804,0,1,0.67135,0.984888,0.984888,1,1,0.878096,0.966667,,,0.0948969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905103,1,0.984888,,,,,0,0,0,,10.7607,8.94382,19.7045,0.295466,1000.14,998.568,0.295466,0.24619,0.193491,0.439681,0.177809,0.0633792,0,0.295466,0,0,0,0,0,0.984888,0.922381,0,0,0,0.842701,0,-1.94395,0.00135004,0.00383689,0.00992539,0.0231794,0.0486054,0.090376,0.146722,0.204249,0.239357,0.232399,0,0,0,0,0,0,0,0,0,1,0.984888,0.984888,0.0151123,0,0.984888,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","PDoesntFile",0.2843,0,1,0.357212,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.214425,0.214425,0,0.214425,0,0,0,0,0,0,0,0,,0,0,0,0.214425,0,-1.24373,0.282966,0.343569,0.373466,0,0,0,0,0,0,0,0.191294,0.209311,0.193642,0.15459,0.108727,0.0685883,0.0392648,0.0205118,0.00979447,0.00427614,0,0,1,0,0,0,0,0,0
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","P Files",0.7157,0,1,0.556718,1,1,1,1,0.651713,0.678696,,,0.33745,0.30854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66255,0.69146,0.877008,,,,,0.0547275,0.00459154,0.060887,0.563443,10.4797,9.20207,19.6817,0.318266,1000.07,998.906,0.318266,0.295331,0.242642,0.537973,0.241688,0.18966,0,0.318266,0,0,0,0,0,0.877008,0.688373,0.0561204,0.0059844,0.00278573,0.613436,0,0.49401,0,0,0,0.151043,0.150344,0.150344,0.151043,0.14836,0.136484,0.112381,0.0364177,0.0533316,0.0714357,0.0896265,0.107155,0.123099,0.135436,0.140207,0.132584,0.110707,1,1,0,0,0.877008,0.0547275,0.00459154,0.0265806,0.0343063
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15","0","31775","DDoesntAnswer",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
